FID,Reader_ID,twentyfourhours,twentyfourhours.n,LOCATION_LATITUDE,LOCATION_LONGITUDE
21,cap_tx_hwy_lakewood," 11,8,17,43,64,85,94,105,119,124,147,157,140,145,131,118,129,70,64,74,42,20,12,6 ","[0.0700636942675159,0.0509554140127389,0.10828025477707,0.273885350318471,0.407643312101911,0.54140127388535,0.598726114649682,0.668789808917197,0.75796178343949,0.789808917197452,0.936305732484076,1,0.89171974522293,0.923566878980892,0.834394904458599,0.751592356687898,0.821656050955414,0.445859872611465,0.407643312101911,0.471337579617834,0.267515923566879,0.127388535031847,0.0764331210191083,0.0382165605095541]",30.3716736,-97.7856598
22,cap_tx_hwy_loop1_nbsr," 56,32,28,16,31,28,59,102,153,191,265,267,269,280,292,244,235,255,242,219,174,139,105,55 ","[0.191780821917808,0.10958904109589,0.0958904109589041,0.0547945205479452,0.106164383561644,0.0958904109589041,0.202054794520548,0.349315068493151,0.523972602739726,0.654109589041096,0.907534246575342,0.914383561643836,0.921232876712329,0.958904109589041,1,0.835616438356164,0.804794520547945,0.873287671232877,0.828767123287671,0.75,0.595890410958904,0.476027397260274,0.35958904109589,0.188356164383562]",30.2477283,-97.8040085
23,cap_tx_hwy_spicewood_springs_north," 25,17,12,16,6,11,32,57,67,96,124,120,166,166,191,176,154,188,145,142,105,91,68,49 ","[0.130890052356021,0.0890052356020942,0.06282722513089,0.0837696335078534,0.031413612565445,0.0575916230366492,0.167539267015707,0.298429319371728,0.350785340314136,0.50261780104712,0.649214659685864,0.628272251308901,0.869109947643979,0.869109947643979,1,0.921465968586387,0.806282722513089,0.984293193717278,0.759162303664921,0.743455497382199,0.549738219895288,0.476439790575916,0.356020942408377,0.256544502617801]",30.3850155,-97.7667313
24,cap_tx_hwy_westgate," 46,38,19,18,27,32,56,94,131,169,241,244,279,286,311,216,243,252,234,205,160,140,119,62 ","[0.147909967845659,0.122186495176849,0.0610932475884244,0.0578778135048231,0.0868167202572347,0.102893890675241,0.180064308681672,0.302250803858521,0.421221864951768,0.543408360128617,0.77491961414791,0.784565916398714,0.897106109324759,0.919614147909968,1,0.694533762057878,0.781350482315113,0.810289389067524,0.752411575562701,0.659163987138264,0.514469453376206,0.45016077170418,0.382636655948553,0.19935691318328]",30.2421951,-97.8011093
25,cap_tx_hwy_westlake," 19,15,6,7,9,17,37,60,123,96,126,144,160,154,179,162,146,127,146,107,105,85,68,44 ","[0.106145251396648,0.0837988826815642,0.0335195530726257,0.0391061452513966,0.0502793296089385,0.0949720670391061,0.206703910614525,0.335195530726257,0.687150837988827,0.536312849162011,0.70391061452514,0.804469273743017,0.893854748603352,0.860335195530726,1,0.905027932960894,0.815642458100559,0.709497206703911,0.815642458100559,0.597765363128492,0.58659217877095,0.474860335195531,0.379888268156425,0.245810055865922]",30.3352509,-97.8062515
26,cesar_chavez_br_reynolds," 40,38,28,12,8,12,23,36,66,101,107,127,142,163,135,166,146,139,130,114,100,90,73,58 ","[0.240963855421687,0.228915662650602,0.168674698795181,0.072289156626506,0.0481927710843374,0.072289156626506,0.13855421686747,0.216867469879518,0.397590361445783,0.608433734939759,0.644578313253012,0.765060240963855,0.855421686746988,0.981927710843373,0.813253012048193,1,0.879518072289157,0.837349397590361,0.783132530120482,0.686746987951807,0.602409638554217,0.542168674698795,0.439759036144578,0.349397590361446]",30.266964,-97.7570953
27,cesar_chavez_ih_35," 153,101,93,84,63,53,77,113,134,152,183,182,190,199,219,218,223,205,188,169,151,160,148,154 ","[0.68609865470852,0.452914798206278,0.417040358744395,0.376681614349776,0.282511210762332,0.237668161434978,0.345291479820628,0.506726457399103,0.600896860986547,0.681614349775785,0.820627802690583,0.816143497757848,0.852017937219731,0.89237668161435,0.982062780269058,0.977578475336323,1,0.919282511210762,0.84304932735426,0.757847533632287,0.677130044843049,0.717488789237668,0.663677130044843,0.690582959641256]",30.2612305,-97.736763
28,cesar_chavez_lavaca," 72,60,44,21,15,17,23,42,67,80,105,115,140,119,142,145,128,131,144,135,117,126,105,97 ","[0.496551724137931,0.413793103448276,0.303448275862069,0.144827586206897,0.103448275862069,0.117241379310345,0.158620689655172,0.289655172413793,0.462068965517241,0.551724137931034,0.724137931034483,0.793103448275862,0.96551724137931,0.820689655172414,0.979310344827586,1,0.882758620689655,0.903448275862069,0.993103448275862,0.931034482758621,0.806896551724138,0.868965517241379,0.724137931034483,0.668965517241379]",30.2640705,-97.7469406
29,cesar_chavez_red_river," 90,78,64,34,23,21,26,41,58,63,109,102,105,93,116,120,116,123,109,135,117,122,127,114 ","[0.666666666666667,0.577777777777778,0.474074074074074,0.251851851851852,0.17037037037037,0.155555555555556,0.192592592592593,0.303703703703704,0.42962962962963,0.466666666666667,0.807407407407407,0.755555555555556,0.777777777777778,0.688888888888889,0.859259259259259,0.888888888888889,0.859259259259259,0.911111111111111,0.807407407407407,1,0.866666666666667,0.903703703703704,0.940740740740741,0.844444444444444]",30.2617817,-97.7387924
30,cesar_chavez_trail_underpass," 33,32,26,13,7,4,18,30,53,86,83,106,126,137,125,164,115,122,121,105,91,75,66,47 ","[0.201219512195122,0.195121951219512,0.158536585365854,0.0792682926829268,0.0426829268292683,0.024390243902439,0.109756097560976,0.182926829268293,0.323170731707317,0.524390243902439,0.50609756097561,0.646341463414634,0.768292682926829,0.835365853658537,0.76219512195122,1,0.701219512195122,0.74390243902439,0.73780487804878,0.640243902439024,0.554878048780488,0.457317073170732,0.402439024390244,0.286585365853659]",30.268652,-97.759929
31,congress_11th," 24,23,16,16,5,7,7,14,14,25,38,34,50,45,51,48,50,47,41,30,43,47,32,21 ","[0.470588235294118,0.450980392156863,0.313725490196078,0.313725490196078,0.0980392156862745,0.137254901960784,0.137254901960784,0.274509803921569,0.274509803921569,0.490196078431373,0.745098039215686,0.666666666666667,0.980392156862745,0.882352941176471,1,0.941176470588235,0.980392156862745,0.92156862745098,0.803921568627451,0.588235294117647,0.843137254901961,0.92156862745098,0.627450980392157,0.411764705882353]",30.2727489,-97.7411041
32,congress_5th," 55,48,54,37,16,10,13,15,24,36,43,47,68,65,69,64,70,73,83,93,104,107,82,84 ","[0.514018691588785,0.448598130841121,0.504672897196262,0.345794392523364,0.149532710280374,0.0934579439252336,0.121495327102804,0.14018691588785,0.224299065420561,0.336448598130841,0.401869158878505,0.439252336448598,0.635514018691589,0.607476635514019,0.644859813084112,0.598130841121495,0.654205607476635,0.682242990654206,0.775700934579439,0.869158878504673,0.97196261682243,1,0.766355140186916,0.785046728971963]",30.2671185,-97.7431717
33,congress_6th," 60,52,44,46,19,19,18,18,38,51,54,78,80,82,83,83,99,91,90,92,118,107,62,76 ","[0.508474576271186,0.440677966101695,0.372881355932203,0.389830508474576,0.161016949152542,0.161016949152542,0.152542372881356,0.152542372881356,0.322033898305085,0.432203389830508,0.457627118644068,0.661016949152542,0.677966101694915,0.694915254237288,0.703389830508475,0.703389830508475,0.838983050847458,0.771186440677966,0.76271186440678,0.779661016949153,1,0.906779661016949,0.525423728813559,0.644067796610169]",30.2680664,-97.7428131
34,congress_benwhite," 67,55,46,34,19,33,59,84,94,136,149,161,137,161,148,121,103,103,101,95,92,82,81,62 ","[0.416149068322981,0.341614906832298,0.285714285714286,0.211180124223602,0.118012422360248,0.204968944099379,0.366459627329193,0.521739130434783,0.583850931677019,0.84472049689441,0.925465838509317,1,0.850931677018634,1,0.919254658385093,0.751552795031056,0.639751552795031,0.639751552795031,0.627329192546584,0.590062111801242,0.571428571428571,0.509316770186335,0.503105590062112,0.385093167701863]",30.2234097,-97.7635956
35,congress_cesar_chavez," 72,72,57,29,21,14,16,42,55,78,120,131,151,138,149,145,134,144,144,164,138,166,127,112 ","[0.433734939759036,0.433734939759036,0.343373493975904,0.174698795180723,0.126506024096386,0.0843373493975904,0.0963855421686747,0.253012048192771,0.331325301204819,0.469879518072289,0.72289156626506,0.789156626506024,0.909638554216867,0.831325301204819,0.897590361445783,0.873493975903614,0.807228915662651,0.867469879518072,0.867469879518072,0.987951807228916,0.831325301204819,1,0.765060240963855,0.674698795180723]",30.263382,-97.7445679
36,congress_elizabeth," 47,27,27,13,10,8,19,31,32,47,63,73,107,101,119,133,92,100,109,92,86,84,65,52 ","[0.353383458646617,0.203007518796992,0.203007518796992,0.0977443609022556,0.075187969924812,0.0601503759398496,0.142857142857143,0.233082706766917,0.240601503759398,0.353383458646617,0.473684210526316,0.548872180451128,0.804511278195489,0.759398496240602,0.894736842105263,1,0.691729323308271,0.75187969924812,0.819548872180451,0.691729323308271,0.646616541353383,0.631578947368421,0.488721804511278,0.390977443609023]",30.2489243,-97.749939
37,congress_oltorf," 67,40,38,19,13,24,52,59,91,123,142,154,192,166,182,183,150,164,168,131,128,113,111,83 ","[0.348958333333333,0.208333333333333,0.197916666666667,0.0989583333333333,0.0677083333333333,0.125,0.270833333333333,0.307291666666667,0.473958333333333,0.640625,0.739583333333333,0.802083333333333,1,0.864583333333333,0.947916666666667,0.953125,0.78125,0.854166666666667,0.875,0.682291666666667,0.666666666666667,0.588541666666667,0.578125,0.432291666666667]",30.23876,-97.7535172
38,congress_stassney," 46,31,28,20,6,11,43,67,71,102,141,162,158,179,163,151,154,140,115,128,110,95,88,60 ","[0.256983240223464,0.173184357541899,0.156424581005587,0.111731843575419,0.0335195530726257,0.0614525139664804,0.240223463687151,0.374301675977654,0.396648044692737,0.569832402234637,0.787709497206704,0.905027932960894,0.88268156424581,1,0.910614525139665,0.843575418994413,0.860335195530726,0.782122905027933,0.642458100558659,0.715083798882682,0.614525139664804,0.53072625698324,0.491620111731844,0.335195530726257]",30.204942,-97.77479
39,cota_northgate," 3,3,NA,2,2,2,5,11,9,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA ","[0.272727272727273,0.272727272727273,NA,0.181818181818182,0.181818181818182,0.181818181818182,0.454545454545455,1,0.818181818181818,0.0909090909090909,NA,NA,0.0909090909090909,0.181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA]",30.146154,-97.623441
40,elroy_mcangus," 3,3,1,3,2,3,7,10,21,18,28,22,18,31,41,20,13,16,28,26,24,26,12,14 ","[0.0731707317073171,0.0731707317073171,0.024390243902439,0.0731707317073171,0.0487804878048781,0.0731707317073171,0.170731707317073,0.24390243902439,0.51219512195122,0.439024390243902,0.682926829268293,0.536585365853659,0.439024390243902,0.75609756097561,1,0.48780487804878,0.317073170731707,0.390243902439024,0.682926829268293,0.634146341463415,0.585365853658537,0.634146341463415,0.292682926829268,0.341463414634146]",30.153975,-97.639766
41,fm_2222_loop360," 33,12,15,15,5,13,29,32,66,87,133,136,131,152,148,117,133,125,147,115,110,79,80,45 ","[0.217105263157895,0.0789473684210526,0.0986842105263158,0.0986842105263158,0.0328947368421053,0.0855263157894737,0.190789473684211,0.210526315789474,0.434210526315789,0.572368421052632,0.875,0.894736842105263,0.861842105263158,1,0.973684210526316,0.769736842105263,0.875,0.822368421052632,0.967105263157895,0.756578947368421,0.723684210526316,0.519736842105263,0.526315789473684,0.296052631578947]",30.359251,-97.7905273
