FID,Reader_ID,twentyfourhours,twentyfourhours.n,LOCATION_LATITUDE,LOCATION_LONGITUDE
23,cap_tx_hwy_courtyard," 27,13,7,6,8,11,37,86,129,129,137,179,169,192,214,218,175,157,147,143,101,89,74,82 ","[0.123853211009174,0.0596330275229358,0.0321100917431193,0.0275229357798165,0.036697247706422,0.0504587155963303,0.169724770642202,0.394495412844037,0.591743119266055,0.591743119266055,0.628440366972477,0.821100917431193,0.775229357798165,0.880733944954128,0.981651376146789,1,0.802752293577982,0.720183486238532,0.674311926605505,0.655963302752294,0.463302752293578,0.408256880733945,0.339449541284404,0.376146788990826]",30.352457,-97.7952881
24,cap_tx_hwy_lakewood," 9,9,14,54,78,92,125,124,142,151,164,179,164,134,156,123,102,82,70,66,58,23,5,9 ","[0.0502793296089385,0.0502793296089385,0.0782122905027933,0.301675977653631,0.435754189944134,0.513966480446927,0.698324022346369,0.692737430167598,0.793296089385475,0.843575418994413,0.916201117318436,1,0.916201117318436,0.748603351955307,0.871508379888268,0.687150837988827,0.569832402234637,0.458100558659218,0.391061452513966,0.368715083798883,0.324022346368715,0.128491620111732,0.0279329608938547,0.0502793296089385]",30.3716736,-97.7856598
25,cap_tx_hwy_loop1_nbsr," 45,39,20,16,9,34,54,137,162,205,252,287,273,287,284,300,273,287,255,239,189,168,116,78 ","[0.15,0.13,0.0666666666666667,0.0533333333333333,0.03,0.113333333333333,0.18,0.456666666666667,0.54,0.683333333333333,0.84,0.956666666666667,0.91,0.956666666666667,0.946666666666667,1,0.91,0.956666666666667,0.85,0.796666666666667,0.63,0.56,0.386666666666667,0.26]",30.2477283,-97.8040085
26,cap_tx_hwy_spicewood_springs_north," 30,17,11,9,9,14,35,81,115,82,152,167,152,185,213,194,183,165,148,128,107,89,58,58 ","[0.140845070422535,0.07981220657277,0.0516431924882629,0.0422535211267606,0.0422535211267606,0.0657276995305164,0.164319248826291,0.380281690140845,0.539906103286385,0.384976525821596,0.713615023474178,0.784037558685446,0.713615023474178,0.868544600938967,1,0.910798122065728,0.859154929577465,0.774647887323944,0.694835680751174,0.60093896713615,0.502347417840376,0.417840375586854,0.272300469483568,0.272300469483568]",30.3850155,-97.7667313
27,cap_tx_hwy_westgate," 46,40,15,22,11,32,70,120,144,190,246,269,303,328,306,315,315,275,264,223,151,163,108,71 ","[0.140243902439024,0.121951219512195,0.0457317073170732,0.0670731707317073,0.0335365853658537,0.0975609756097561,0.213414634146341,0.365853658536585,0.439024390243902,0.579268292682927,0.75,0.820121951219512,0.923780487804878,1,0.932926829268293,0.960365853658537,0.960365853658537,0.838414634146341,0.804878048780488,0.679878048780488,0.460365853658537,0.496951219512195,0.329268292682927,0.216463414634146]",30.2421951,-97.8011093
28,cap_tx_hwy_westlake," 26,11,4,3,6,10,46,95,137,146,150,186,171,193,207,214,175,156,146,145,98,87,71,69 ","[0.121495327102804,0.0514018691588785,0.0186915887850467,0.014018691588785,0.0280373831775701,0.0467289719626168,0.214953271028037,0.44392523364486,0.64018691588785,0.682242990654206,0.700934579439252,0.869158878504673,0.799065420560748,0.901869158878505,0.967289719626168,1,0.817757009345794,0.728971962616822,0.682242990654206,0.677570093457944,0.457943925233645,0.406542056074766,0.331775700934579,0.322429906542056]",30.3352509,-97.8062515
29,cesar_chavez_br_reynolds," 38,31,35,11,8,7,16,55,71,111,123,139,153,164,180,161,154,183,152,136,95,88,78,55 ","[0.207650273224044,0.169398907103825,0.191256830601093,0.0601092896174863,0.0437158469945355,0.0382513661202186,0.087431693989071,0.300546448087432,0.387978142076503,0.60655737704918,0.672131147540984,0.759562841530055,0.836065573770492,0.896174863387978,0.983606557377049,0.879781420765027,0.841530054644809,1,0.830601092896175,0.743169398907104,0.519125683060109,0.480874316939891,0.426229508196721,0.300546448087432]",30.266964,-97.7570953
30,cesar_chavez_ih_35," 114,99,88,67,64,50,55,111,116,193,203,230,209,231,210,211,210,210,205,195,175,172,157,141 ","[0.493506493506494,0.428571428571429,0.380952380952381,0.29004329004329,0.277056277056277,0.216450216450216,0.238095238095238,0.480519480519481,0.502164502164502,0.835497835497836,0.878787878787879,0.995670995670996,0.904761904761905,1,0.909090909090909,0.913419913419913,0.909090909090909,0.909090909090909,0.887445887445887,0.844155844155844,0.757575757575758,0.744588744588745,0.67965367965368,0.61038961038961]",30.2612305,-97.736763
31,cesar_chavez_lavaca," 62,50,59,21,26,14,23,57,87,111,124,135,135,168,173,156,174,159,155,134,126,98,103,105 ","[0.35632183908046,0.28735632183908,0.339080459770115,0.120689655172414,0.149425287356322,0.0804597701149425,0.132183908045977,0.327586206896552,0.5,0.637931034482759,0.71264367816092,0.775862068965517,0.775862068965517,0.96551724137931,0.994252873563218,0.896551724137931,1,0.913793103448276,0.890804597701149,0.770114942528736,0.724137931034483,0.563218390804598,0.591954022988506,0.603448275862069]",30.2640705,-97.7469406
32,cesar_chavez_red_river," 104,70,75,26,20,30,43,54,80,101,118,141,130,126,147,159,158,140,132,136,130,114,118,136 ","[0.654088050314465,0.440251572327044,0.471698113207547,0.163522012578616,0.125786163522013,0.188679245283019,0.270440251572327,0.339622641509434,0.50314465408805,0.635220125786163,0.742138364779874,0.886792452830189,0.817610062893082,0.792452830188679,0.924528301886792,1,0.993710691823899,0.880503144654088,0.830188679245283,0.855345911949686,0.817610062893082,0.716981132075472,0.742138364779874,0.855345911949686]",30.2617817,-97.7387924
33,cesar_chavez_trail_underpass," 35,24,25,9,6,5,9,49,60,85,102,111,119,140,134,121,112,147,120,106,90,82,71,58 ","[0.238095238095238,0.163265306122449,0.170068027210884,0.0612244897959184,0.0408163265306122,0.0340136054421769,0.0612244897959184,0.333333333333333,0.408163265306122,0.578231292517007,0.693877551020408,0.755102040816326,0.80952380952381,0.952380952380952,0.91156462585034,0.82312925170068,0.761904761904762,1,0.816326530612245,0.72108843537415,0.612244897959184,0.557823129251701,0.482993197278912,0.394557823129252]",30.268652,-97.759929
34,congress_11th," 16,18,19,11,6,4,7,12,25,23,48,57,43,55,42,56,57,44,35,50,39,47,46,26 ","[0.280701754385965,0.315789473684211,0.333333333333333,0.192982456140351,0.105263157894737,0.0701754385964912,0.12280701754386,0.210526315789474,0.43859649122807,0.403508771929825,0.842105263157895,1,0.754385964912281,0.964912280701754,0.736842105263158,0.982456140350877,1,0.771929824561403,0.614035087719298,0.87719298245614,0.684210526315789,0.824561403508772,0.807017543859649,0.456140350877193]",30.2727489,-97.7411041
35,congress_5th," 55,58,68,23,18,11,21,23,39,49,69,80,89,83,97,112,110,68,76,70,83,94,79,99 ","[0.491071428571429,0.517857142857143,0.607142857142857,0.205357142857143,0.160714285714286,0.0982142857142857,0.1875,0.205357142857143,0.348214285714286,0.4375,0.616071428571429,0.714285714285714,0.794642857142857,0.741071428571429,0.866071428571429,1,0.982142857142857,0.607142857142857,0.678571428571429,0.625,0.741071428571429,0.839285714285714,0.705357142857143,0.883928571428571]",30.2671185,-97.7431717
36,congress_6th," 47,44,73,28,15,12,24,25,35,41,62,82,74,87,69,81,94,68,69,69,73,76,72,87 ","[0.5,0.468085106382979,0.776595744680851,0.297872340425532,0.159574468085106,0.127659574468085,0.25531914893617,0.265957446808511,0.372340425531915,0.436170212765957,0.659574468085106,0.872340425531915,0.787234042553192,0.925531914893617,0.734042553191489,0.861702127659574,1,0.723404255319149,0.734042553191489,0.734042553191489,0.776595744680851,0.808510638297872,0.765957446808511,0.925531914893617]",30.2680664,-97.7428131
37,congress_benwhite," 44,31,42,32,20,21,63,104,93,121,167,152,164,177,157,147,157,147,135,124,117,113,102,88 ","[0.248587570621469,0.175141242937853,0.23728813559322,0.180790960451977,0.112994350282486,0.11864406779661,0.355932203389831,0.587570621468927,0.525423728813559,0.68361581920904,0.943502824858757,0.858757062146893,0.926553672316384,1,0.887005649717514,0.830508474576271,0.887005649717514,0.830508474576271,0.76271186440678,0.700564971751412,0.661016949152542,0.638418079096045,0.576271186440678,0.497175141242938]",30.2234097,-97.7635956
38,congress_cesar_chavez," 87,70,88,35,30,20,26,46,73,103,131,151,142,157,174,189,199,159,172,131,141,151,126,131 ","[0.437185929648241,0.351758793969849,0.442211055276382,0.175879396984925,0.150753768844221,0.100502512562814,0.130653266331658,0.231155778894472,0.366834170854271,0.517587939698492,0.658291457286432,0.758793969849246,0.71356783919598,0.78894472361809,0.874371859296482,0.949748743718593,1,0.798994974874372,0.864321608040201,0.658291457286432,0.708542713567839,0.758793969849246,0.633165829145729,0.658291457286432]",30.263382,-97.7445679
39,congress_elizabeth," 36,25,25,12,9,10,14,28,36,74,87,113,99,118,115,109,129,110,108,100,88,93,78,58 ","[0.27906976744186,0.193798449612403,0.193798449612403,0.0930232558139535,0.0697674418604651,0.0775193798449612,0.108527131782946,0.217054263565891,0.27906976744186,0.573643410852713,0.674418604651163,0.875968992248062,0.767441860465116,0.914728682170543,0.891472868217054,0.844961240310077,1,0.852713178294574,0.837209302325581,0.775193798449612,0.682170542635659,0.720930232558139,0.604651162790698,0.449612403100775]",30.2489243,-97.749939
40,congress_oltorf," 58,46,45,24,18,26,41,73,94,134,171,207,187,221,207,195,196,185,179,156,153,162,130,101 ","[0.262443438914027,0.208144796380091,0.203619909502262,0.108597285067873,0.081447963800905,0.117647058823529,0.18552036199095,0.330316742081448,0.425339366515837,0.606334841628959,0.773755656108597,0.936651583710407,0.846153846153846,1,0.936651583710407,0.882352941176471,0.886877828054299,0.83710407239819,0.809954751131222,0.705882352941177,0.692307692307692,0.733031674208145,0.588235294117647,0.457013574660633]",30.23876,-97.7535172
41,congress_slaughter," 92,52,54,38,33,40,92,103,169,186,185,235,217,206,194,231,203,200,192,207,151,159,137,131 ","[0.391489361702128,0.221276595744681,0.229787234042553,0.161702127659574,0.140425531914894,0.170212765957447,0.391489361702128,0.438297872340426,0.719148936170213,0.791489361702128,0.787234042553192,1,0.923404255319149,0.876595744680851,0.825531914893617,0.982978723404255,0.863829787234043,0.851063829787234,0.817021276595745,0.880851063829787,0.642553191489362,0.676595744680851,0.582978723404255,0.557446808510638]",30.1671066,-97.788559
42,congress_stassney," 45,24,24,8,6,16,34,72,90,124,169,163,158,189,188,172,175,152,141,146,117,103,88,83 ","[0.238095238095238,0.126984126984127,0.126984126984127,0.0423280423280423,0.0317460317460317,0.0846560846560847,0.17989417989418,0.380952380952381,0.476190476190476,0.656084656084656,0.894179894179894,0.862433862433862,0.835978835978836,1,0.994708994708995,0.91005291005291,0.925925925925926,0.804232804232804,0.746031746031746,0.772486772486772,0.619047619047619,0.544973544973545,0.465608465608466,0.439153439153439]",30.204942,-97.77479
43,elroy_mcangus," 8,5,1,5,1,8,17,21,22,27,19,20,21,25,17,24,28,22,25,29,22,15,12,20 ","[0.275862068965517,0.172413793103448,0.0344827586206897,0.172413793103448,0.0344827586206897,0.275862068965517,0.586206896551724,0.724137931034483,0.758620689655172,0.931034482758621,0.655172413793103,0.689655172413793,0.724137931034483,0.862068965517241,0.586206896551724,0.827586206896552,0.96551724137931,0.758620689655172,0.862068965517241,1,0.758620689655172,0.517241379310345,0.413793103448276,0.689655172413793]",30.153975,-97.639766
44,fm_2222_loop360," 25,15,4,10,11,12,33,67,91,115,127,162,124,172,169,158,143,132,138,103,92,83,77,59 ","[0.145348837209302,0.0872093023255814,0.0232558139534884,0.0581395348837209,0.063953488372093,0.0697674418604651,0.191860465116279,0.38953488372093,0.529069767441861,0.668604651162791,0.738372093023256,0.941860465116279,0.720930232558139,1,0.982558139534884,0.918604651162791,0.831395348837209,0.767441860465116,0.802325581395349,0.598837209302326,0.534883720930233,0.482558139534884,0.447674418604651,0.343023255813953]",30.359251,-97.7905273
45,fm2222_bell_mountain," 21,15,8,4,8,10,26,61,89,87,102,123,131,153,129,153,124,110,125,77,78,59,61,50 ","[0.137254901960784,0.0980392156862745,0.0522875816993464,0.0261437908496732,0.0522875816993464,0.065359477124183,0.169934640522876,0.398692810457516,0.581699346405229,0.568627450980392,0.666666666666667,0.803921568627451,0.856209150326797,1,0.843137254901961,1,0.810457516339869,0.718954248366013,0.816993464052288,0.503267973856209,0.509803921568627,0.38562091503268,0.398692810457516,0.326797385620915]",30.3771896,-97.8054581
46,fm2222_loop1," 23,18,17,10,7,18,44,88,97,134,162,152,155,157,161,137,121,100,129,98,92,79,73,45 ","[0.141975308641975,0.111111111111111,0.104938271604938,0.0617283950617284,0.0432098765432099,0.111111111111111,0.271604938271605,0.54320987654321,0.598765432098765,0.827160493827161,1,0.938271604938272,0.95679012345679,0.969135802469136,0.993827160493827,0.845679012345679,0.746913580246914,0.617283950617284,0.796296296296296,0.604938271604938,0.567901234567901,0.487654320987654,0.450617283950617,0.277777777777778]",30.3367844,-97.7559586
47,fm2222_mcneil," 26,14,8,7,5,11,30,99,108,109,132,130,150,168,146,160,142,130,135,86,80,80,61,49 ","[0.154761904761905,0.0833333333333333,0.0476190476190476,0.0416666666666667,0.0297619047619048,0.0654761904761905,0.178571428571429,0.589285714285714,0.642857142857143,0.648809523809524,0.785714285714286,0.773809523809524,0.892857142857143,1,0.869047619047619,0.952380952380952,0.845238095238095,0.773809523809524,0.803571428571429,0.511904761904762,0.476190476190476,0.476190476190476,0.363095238095238,0.291666666666667]",30.3920841,-97.8351898
48,fm2222_riverplace," 27,18,7,6,5,14,32,115,127,149,159,166,189,198,192,200,167,151,165,110,108,98,74,66 ","[0.135,0.09,0.035,0.03,0.025,0.07,0.16,0.575,0.635,0.745,0.795,0.83,0.945,0.99,0.96,1,0.835,0.755,0.825,0.55,0.54,0.49,0.37,0.33]",30.3945255,-97.8455124
49,fm2222_rm620," 39,30,18,10,8,26,47,147,187,216,215,248,251,248,274,282,239,216,244,190,180,146,118,99 ","[0.138297872340426,0.106382978723404,0.0638297872340425,0.0354609929078014,0.0283687943262411,0.0921985815602837,0.166666666666667,0.521276595744681,0.663120567375887,0.765957446808511,0.762411347517731,0.879432624113475,0.890070921985816,0.879432624113475,0.971631205673759,1,0.847517730496454,0.765957446808511,0.865248226950355,0.673758865248227,0.638297872340426,0.517730496453901,0.418439716312057,0.351063829787234]",30.4036922,-97.8540649
50,fm812_fm973," 11,9,4,6,5,15,49,59,66,74,69,68,89,71,94,95,90,92,118,73,67,61,54,47 ","[0.0932203389830508,0.076271186440678,0.0338983050847458,0.0508474576271186,0.0423728813559322,0.127118644067797,0.415254237288136,0.5,0.559322033898305,0.627118644067797,0.584745762711864,0.576271186440678,0.754237288135593,0.601694915254237,0.796610169491525,0.805084745762712,0.76271186440678,0.779661016949153,1,0.61864406779661,0.567796610169492,0.516949152542373,0.457627118644068,0.398305084745763]",30.15286,-97.670519
51,fm973_burleson," 14,8,9,8,3,13,46,55,48,73,77,79,84,56,73,85,79,74,58,68,46,54,43,46 ","[0.164705882352941,0.0941176470588235,0.105882352941176,0.0941176470588235,0.0352941176470588,0.152941176470588,0.541176470588235,0.647058823529412,0.564705882352941,0.858823529411765,0.905882352941176,0.929411764705882,0.988235294117647,0.658823529411765,0.858823529411765,1,0.929411764705882,0.870588235294118,0.682352941176471,0.8,0.541176470588235,0.635294117647059,0.505882352941176,0.541176470588235]",30.167316,-97.659321
52,fm973_pearce," 8,7,12,3,3,6,20,20,31,37,54,52,44,48,50,77,54,42,48,45,35,38,32,26 ","[0.103896103896104,0.0909090909090909,0.155844155844156,0.038961038961039,0.038961038961039,0.0779220779220779,0.25974025974026,0.25974025974026,0.402597402597403,0.480519480519481,0.701298701298701,0.675324675324675,0.571428571428571,0.623376623376623,0.649350649350649,1,0.701298701298701,0.545454545454545,0.623376623376623,0.584415584415584,0.454545454545455,0.493506493506494,0.415584415584416,0.337662337662338]",30.18069517,-97.64674967
53,guadalupe_15th," 42,32,38,14,22,9,24,23,58,54,74,74,97,118,111,105,87,79,81,92,81,66,74,55 ","[0.355932203389831,0.271186440677966,0.322033898305085,0.11864406779661,0.186440677966102,0.076271186440678,0.203389830508475,0.194915254237288,0.491525423728814,0.457627118644068,0.627118644067797,0.627118644067797,0.822033898305085,1,0.940677966101695,0.889830508474576,0.73728813559322,0.669491525423729,0.686440677966102,0.779661016949153,0.686440677966102,0.559322033898305,0.627118644067797,0.466101694915254]",30.2779,-97.743
54,guadalupe_21st," 59,46,46,17,19,11,16,33,44,47,68,88,79,77,96,88,84,93,78,81,79,88,71,51 ","[0.614583333333333,0.479166666666667,0.479166666666667,0.177083333333333,0.197916666666667,0.114583333333333,0.166666666666667,0.34375,0.458333333333333,0.489583333333333,0.708333333333333,0.916666666666667,0.822916666666667,0.802083333333333,1,0.916666666666667,0.875,0.96875,0.8125,0.84375,0.822916666666667,0.916666666666667,0.739583333333333,0.53125]",30.2837963,-97.7419052
