FID,Reader_ID,twentyfourhours,twentyfourhours.n,LOCATION_LATITUDE,LOCATION_LONGITUDE
55,guadalupe_24th," 69,53,58,18,19,13,21,43,52,56,81,108,110,101,120,111,102,110,97,98,88,101,80,67 ","[0.575,0.441666666666667,0.483333333333333,0.15,0.158333333333333,0.108333333333333,0.175,0.358333333333333,0.433333333333333,0.466666666666667,0.675,0.9,0.916666666666667,0.841666666666667,1,0.925,0.85,0.916666666666667,0.808333333333333,0.816666666666667,0.733333333333333,0.841666666666667,0.666666666666667,0.558333333333333]",30.2877197,-97.7415466
56,guadalupe_26th," 75,48,50,26,20,16,28,50,52,69,81,109,105,116,129,102,98,110,86,91,74,92,73,69 ","[0.581395348837209,0.372093023255814,0.387596899224806,0.201550387596899,0.155038759689922,0.124031007751938,0.217054263565891,0.387596899224806,0.403100775193798,0.534883720930233,0.627906976744186,0.844961240310077,0.813953488372093,0.89922480620155,1,0.790697674418605,0.75968992248062,0.852713178294574,0.666666666666667,0.705426356589147,0.573643410852713,0.713178294573643,0.565891472868217,0.534883720930233]",30.289814,-97.7413559
57,guadalupe_27th," 54,38,44,23,19,12,19,34,45,51,71,99,99,85,113,92,75,82,68,72,54,79,59,62 ","[0.47787610619469,0.336283185840708,0.389380530973451,0.20353982300885,0.168141592920354,0.106194690265487,0.168141592920354,0.300884955752212,0.398230088495575,0.451327433628319,0.628318584070796,0.876106194690266,0.876106194690266,0.752212389380531,1,0.814159292035398,0.663716814159292,0.725663716814159,0.601769911504425,0.63716814159292,0.47787610619469,0.699115044247788,0.52212389380531,0.548672566371681]",30.2919846,-97.7411499
58,guadalupe_5th," 70,70,64,19,21,11,18,27,39,60,79,88,111,119,126,153,119,97,86,112,90,114,88,101 ","[0.457516339869281,0.457516339869281,0.418300653594771,0.124183006535948,0.137254901960784,0.0718954248366013,0.117647058823529,0.176470588235294,0.254901960784314,0.392156862745098,0.516339869281046,0.57516339869281,0.725490196078431,0.777777777777778,0.823529411764706,1,0.777777777777778,0.633986928104575,0.562091503267974,0.73202614379085,0.588235294117647,0.745098039215686,0.57516339869281,0.660130718954248]",30.2680931,-97.7466354
59,guadalupe_6th," 56,49,47,18,11,12,21,13,46,43,51,65,84,101,100,95,96,87,75,86,74,75,69,92 ","[0.554455445544555,0.485148514851485,0.465346534653465,0.178217821782178,0.108910891089109,0.118811881188119,0.207920792079208,0.128712871287129,0.455445544554455,0.425742574257426,0.504950495049505,0.643564356435644,0.831683168316832,1,0.99009900990099,0.940594059405941,0.95049504950495,0.861386138613861,0.742574257425743,0.851485148514851,0.732673267326733,0.742574257425743,0.683168316831683,0.910891089108911]",30.2690239,-97.7462616
60,ih_35_riverside,"227,138,171,126,102,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","[0.441634241245136,0.268482490272374,0.332684824902724,0.245136186770428,0.198443579766537,0.256809338521401,0.400778210116732,0.535019455252918,0.684824902723735,0.914396887159533,0.809338521400778,0.931906614785992,0.910505836575875,1,0.881322957198444,0.982490272373541,0.947470817120623,0.879377431906615,0.918287937743191,0.842412451361868,0.692607003891051,0.663424124513619,0.560311284046693,0.48443579766537]",30.2478428,-97.7348862
61,lamar_12th," 41,21,27,13,7,9,15,30,60,88,105,133,121,138,144,138,127,90,109,116,85,80,70,53 ","[0.284722222222222,0.145833333333333,0.1875,0.0902777777777778,0.0486111111111111,0.0625,0.104166666666667,0.208333333333333,0.416666666666667,0.611111111111111,0.729166666666667,0.923611111111111,0.840277777777778,0.958333333333333,1,0.958333333333333,0.881944444444444,0.625,0.756944444444444,0.805555555555556,0.590277777777778,0.555555555555556,0.486111111111111,0.368055555555556]",30.277359,-97.7511673
62,lamar_24th," 43,33,28,14,8,10,13,36,64,79,109,138,146,164,165,137,114,121,116,116,114,87,89,62 ","[0.260606060606061,0.2,0.16969696969697,0.0848484848484849,0.0484848484848485,0.0606060606060606,0.0787878787878788,0.218181818181818,0.387878787878788,0.478787878787879,0.660606060606061,0.836363636363636,0.884848484848485,0.993939393939394,1,0.83030303030303,0.690909090909091,0.733333333333333,0.703030303030303,0.703030303030303,0.690909090909091,0.527272727272727,0.539393939393939,0.375757575757576]",30.2885342,-97.7527695
63,lamar_29th," 35,17,22,6,6,4,10,34,59,68,93,119,123,145,158,143,118,86,70,89,90,61,51,48 ","[0.221518987341772,0.107594936708861,0.139240506329114,0.0379746835443038,0.0379746835443038,0.0253164556962025,0.0632911392405063,0.215189873417722,0.373417721518987,0.430379746835443,0.588607594936709,0.753164556962025,0.778481012658228,0.917721518987342,1,0.905063291139241,0.746835443037975,0.544303797468354,0.443037974683544,0.563291139240506,0.569620253164557,0.386075949367089,0.322784810126582,0.30379746835443]",30.2981358,-97.7484741
64,lamar_38th," 37,18,27,10,10,11,29,45,97,104,151,191,176,180,201,181,144,139,114,107,93,81,78,51 ","[0.18407960199005,0.0895522388059701,0.134328358208955,0.0497512437810945,0.0497512437810945,0.054726368159204,0.144278606965174,0.223880597014925,0.482587064676617,0.517412935323383,0.751243781094527,0.950248756218905,0.875621890547264,0.895522388059702,1,0.900497512437811,0.716417910447761,0.691542288557214,0.567164179104478,0.532338308457711,0.462686567164179,0.402985074626866,0.388059701492537,0.253731343283582]",30.3051968,-97.7430496
65,lamar_45th," 31,14,21,8,7,17,21,37,82,93,126,163,171,187,156,156,116,131,108,115,94,96,76,46 ","[0.165775401069519,0.0748663101604278,0.112299465240642,0.0427807486631016,0.0374331550802139,0.0909090909090909,0.112299465240642,0.197860962566845,0.438502673796791,0.497326203208556,0.67379679144385,0.871657754010695,0.914438502673797,1,0.834224598930481,0.834224598930481,0.620320855614973,0.700534759358289,0.577540106951872,0.614973262032086,0.502673796791444,0.513368983957219,0.406417112299465,0.245989304812834]",30.3134632,-97.7375946
66,lamar_51st," 28,24,26,13,18,18,25,42,91,98,124,128,161,145,146,140,114,124,91,102,80,79,66,50 ","[0.173913043478261,0.149068322981366,0.161490683229814,0.0807453416149068,0.111801242236025,0.111801242236025,0.15527950310559,0.260869565217391,0.565217391304348,0.608695652173913,0.770186335403727,0.795031055900621,1,0.900621118012422,0.906832298136646,0.869565217391304,0.708074534161491,0.770186335403727,0.565217391304348,0.633540372670807,0.496894409937888,0.490683229813665,0.409937888198758,0.31055900621118]",30.3187695,-97.7308197
67,lamar_5th," 69,48,52,30,19,18,32,61,101,123,152,192,176,176,184,196,192,169,162,174,139,120,106,107 ","[0.352040816326531,0.244897959183673,0.26530612244898,0.153061224489796,0.0969387755102041,0.0918367346938776,0.163265306122449,0.311224489795918,0.51530612244898,0.627551020408163,0.775510204081633,0.979591836734694,0.897959183673469,0.897959183673469,0.938775510204082,1,0.979591836734694,0.862244897959184,0.826530612244898,0.887755102040816,0.709183673469388,0.612244897959184,0.540816326530612,0.545918367346939]",30.2702904,-97.7546005
68,lamar_6th," 79,47,66,32,15,14,24,39,80,129,162,164,165,179,192,204,181,159,141,167,136,137,111,96 ","[0.387254901960784,0.230392156862745,0.323529411764706,0.156862745098039,0.0735294117647059,0.0686274509803922,0.117647058823529,0.191176470588235,0.392156862745098,0.632352941176471,0.794117647058823,0.803921568627451,0.808823529411765,0.877450980392157,0.941176470588235,1,0.887254901960784,0.779411764705882,0.691176470588235,0.818627450980392,0.666666666666667,0.67156862745098,0.544117647058823,0.470588235294118]",30.2715378,-97.7539673
69,lamar_airport," 17,13,24,16,13,18,35,45,82,86,97,127,120,146,112,127,108,115,82,83,80,73,58,39 ","[0.116438356164384,0.089041095890411,0.164383561643836,0.10958904109589,0.089041095890411,0.123287671232877,0.23972602739726,0.308219178082192,0.561643835616438,0.589041095890411,0.664383561643836,0.86986301369863,0.821917808219178,1,0.767123287671233,0.86986301369863,0.73972602739726,0.787671232876712,0.561643835616438,0.568493150684932,0.547945205479452,0.5,0.397260273972603,0.267123287671233]",30.3376293,-97.7188721
70,Lamar_and_Manchca_Barton_skyway," 50,26,15,9,9,11,26,45,75,99,129,180,178,165,193,162,163,134,158,123,104,84,83,49 ","[0.259067357512953,0.134715025906736,0.077720207253886,0.0466321243523316,0.0466321243523316,0.0569948186528497,0.134715025906736,0.233160621761658,0.38860103626943,0.512953367875648,0.66839378238342,0.932642487046632,0.922279792746114,0.854922279792746,1,0.839378238341969,0.844559585492228,0.694300518134715,0.818652849740933,0.637305699481865,0.538860103626943,0.435233160621762,0.430051813471503,0.253886010362694]",30.244257,-97.781395
71,lamar_barton_springs," 59,52,42,16,9,9,30,58,98,148,182,208,216,213,245,261,225,189,217,205,154,127,138,103 ","[0.226053639846743,0.199233716475096,0.160919540229885,0.0613026819923372,0.0344827586206897,0.0344827586206897,0.114942528735632,0.222222222222222,0.375478927203065,0.567049808429119,0.697318007662835,0.796934865900383,0.827586206896552,0.816091954022989,0.938697318007663,1,0.862068965517241,0.724137931034483,0.831417624521073,0.78544061302682,0.590038314176245,0.486590038314176,0.528735632183908,0.39463601532567]",30.2608624,-97.758522
72,Lamar_Blue_Bonnet," 44,19,18,10,7,12,27,41,74,95,120,169,166,150,176,144,141,118,136,126,102,89,81,56 ","[0.25,0.107954545454545,0.102272727272727,0.0568181818181818,0.0397727272727273,0.0681818181818182,0.153409090909091,0.232954545454545,0.420454545454545,0.539772727272727,0.681818181818182,0.960227272727273,0.943181818181818,0.852272727272727,1,0.818181818181818,0.801136363636364,0.670454545454545,0.772727272727273,0.715909090909091,0.579545454545455,0.505681818181818,0.460227272727273,0.318181818181818]",30.2469234,-97.7771835
73,lamar_braker," 64,34,32,19,18,31,61,107,139,197,223,211,258,284,236,247,205,234,223,187,187,182,132,105 ","[0.225352112676056,0.119718309859155,0.112676056338028,0.0669014084507042,0.0633802816901408,0.109154929577465,0.214788732394366,0.376760563380282,0.48943661971831,0.693661971830986,0.785211267605634,0.742957746478873,0.908450704225352,1,0.830985915492958,0.869718309859155,0.721830985915493,0.823943661971831,0.785211267605634,0.658450704225352,0.658450704225352,0.640845070422535,0.464788732394366,0.369718309859155]",30.3819351,-97.6863708
74,lamar_koenig," 32,23,27,20,16,26,40,65,113,136,145,153,186,179,178,168,151,145,129,129,107,93,87,51 ","[0.172043010752688,0.123655913978495,0.145161290322581,0.10752688172043,0.0860215053763441,0.139784946236559,0.21505376344086,0.349462365591398,0.60752688172043,0.731182795698925,0.779569892473118,0.82258064516129,1,0.962365591397849,0.956989247311828,0.903225806451613,0.811827956989247,0.779569892473118,0.693548387096774,0.693548387096774,0.575268817204301,0.5,0.467741935483871,0.274193548387097]",30.325943,-97.7263336
75,lamar_lamar_square," 37,34,21,12,5,4,16,26,52,70,115,128,123,113,137,133,135,98,127,101,97,85,80,55 ","[0.27007299270073,0.248175182481752,0.153284671532847,0.0875912408759124,0.0364963503649635,0.0291970802919708,0.116788321167883,0.18978102189781,0.37956204379562,0.510948905109489,0.839416058394161,0.934306569343066,0.897810218978102,0.824817518248175,1,0.970802919708029,0.985401459854015,0.715328467153285,0.927007299270073,0.737226277372263,0.708029197080292,0.62043795620438,0.583941605839416,0.401459854014599]",30.2542477,-97.7625885
76,lamar_mlk," 40,19,39,11,8,9,16,33,45,66,85,122,141,144,159,138,119,95,101,122,92,81,65,57 ","[0.251572327044025,0.119496855345912,0.245283018867925,0.0691823899371069,0.050314465408805,0.0566037735849057,0.10062893081761,0.207547169811321,0.283018867924528,0.415094339622642,0.534591194968553,0.767295597484277,0.886792452830189,0.905660377358491,1,0.867924528301887,0.748427672955975,0.59748427672956,0.635220125786163,0.767295597484277,0.578616352201258,0.509433962264151,0.408805031446541,0.358490566037736]",30.2836018,-97.7520752
77,lamar_morrow," 22,17,33,13,13,12,29,42,81,84,121,148,125,162,141,145,143,120,98,85,88,88,59,50 ","[0.135802469135802,0.104938271604938,0.203703703703704,0.0802469135802469,0.0802469135802469,0.0740740740740741,0.179012345679012,0.259259259259259,0.5,0.518518518518518,0.746913580246914,0.91358024691358,0.771604938271605,1,0.87037037037037,0.895061728395062,0.882716049382716,0.740740740740741,0.604938271604938,0.524691358024691,0.54320987654321,0.54320987654321,0.364197530864198,0.308641975308642]",30.3439732,-97.7149658
78,lamar_oltorf," 50,25,26,12,5,11,20,45,64,111,117,151,166,153,157,143,181,118,142,127,106,104,98,61 ","[0.276243093922652,0.138121546961326,0.143646408839779,0.0662983425414365,0.0276243093922652,0.0607734806629834,0.110497237569061,0.248618784530387,0.353591160220994,0.613259668508287,0.646408839779006,0.834254143646409,0.917127071823204,0.845303867403315,0.867403314917127,0.790055248618785,1,0.651933701657459,0.784530386740331,0.701657458563536,0.585635359116022,0.574585635359116,0.541436464088398,0.337016574585635]",30.2484131,-97.7699509
79,lamar_parmer," 62,43,40,33,32,43,84,132,158,215,240,276,259,261,276,258,205,268,244,198,182,180,125,113 ","[0.22463768115942,0.155797101449275,0.144927536231884,0.119565217391304,0.115942028985507,0.155797101449275,0.304347826086957,0.478260869565217,0.572463768115942,0.778985507246377,0.869565217391304,1,0.938405797101449,0.945652173913043,1,0.934782608695652,0.742753623188406,0.971014492753623,0.884057971014493,0.717391304347826,0.659420289855073,0.652173913043478,0.452898550724638,0.409420289855072]",30.4078522,-97.6782227
80,lamar_payton_gin," 56,39,34,26,13,22,50,106,120,118,162,166,171,164,196,184,177,176,165,161,160,132,102,93 ","[0.285714285714286,0.198979591836735,0.173469387755102,0.13265306122449,0.0663265306122449,0.112244897959184,0.255102040816327,0.540816326530612,0.612244897959184,0.602040816326531,0.826530612244898,0.846938775510204,0.872448979591837,0.836734693877551,1,0.938775510204082,0.903061224489796,0.897959183673469,0.841836734693878,0.821428571428571,0.816326530612245,0.673469387755102,0.520408163265306,0.474489795918367]",30.3576469,-97.7001114
81,lamar_riverside," 46,29,32,15,2,7,23,41,66,96,143,161,171,168,181,188,164,147,170,155,111,91,89,72 ","[0.24468085106383,0.154255319148936,0.170212765957447,0.0797872340425532,0.0106382978723404,0.0372340425531915,0.122340425531915,0.218085106382979,0.351063829787234,0.51063829787234,0.76063829787234,0.856382978723404,0.909574468085106,0.893617021276596,0.962765957446808,1,0.872340425531915,0.781914893617021,0.904255319148936,0.824468085106383,0.590425531914894,0.484042553191489,0.473404255319149,0.382978723404255]",30.2645245,-97.757103
82,lamar_rundberg," 91,59,45,34,25,37,86,159,170,205,218,214,217,222,269,249,268,252,245,227,223,215,182,162 ","[0.338289962825279,0.219330855018587,0.16728624535316,0.12639405204461,0.0929368029739777,0.137546468401487,0.319702602230483,0.591078066914498,0.631970260223048,0.762081784386617,0.810408921933085,0.795539033457249,0.806691449814126,0.825278810408922,1,0.925650557620818,0.996282527881041,0.936802973977695,0.910780669144981,0.843866171003718,0.828996282527881,0.799256505576208,0.676579925650558,0.602230483271376]",30.3631401,-97.6970215
83,lavaca_15th," 48,38,63,13,23,5,27,40,58,71,104,94,107,147,121,111,121,103,94,113,81,77,93,66 ","[0.326530612244898,0.258503401360544,0.428571428571429,0.0884353741496599,0.156462585034014,0.0340136054421769,0.183673469387755,0.272108843537415,0.394557823129252,0.482993197278912,0.707482993197279,0.639455782312925,0.727891156462585,1,0.82312925170068,0.755102040816326,0.82312925170068,0.700680272108844,0.639455782312925,0.768707482993197,0.551020408163265,0.523809523809524,0.63265306122449,0.448979591836735]",30.2776051,-97.7419281
84,lavaca_5th," 70,56,68,19,22,16,18,25,56,59,81,90,80,95,104,121,128,106,100,97,101,114,94,133 ","[0.526315789473684,0.421052631578947,0.511278195488722,0.142857142857143,0.165413533834586,0.120300751879699,0.135338345864662,0.18796992481203,0.421052631578947,0.443609022556391,0.609022556390977,0.676691729323308,0.601503759398496,0.714285714285714,0.781954887218045,0.909774436090226,0.962406015037594,0.796992481203007,0.75187969924812,0.729323308270677,0.759398496240602,0.857142857142857,0.706766917293233,1]",30.2677956,-97.7455444
85,lavaca_6th," 69,60,67,26,23,14,27,21,48,53,70,71,72,88,86,109,95,94,84,85,84,88,89,119 ","[0.579831932773109,0.504201680672269,0.563025210084034,0.218487394957983,0.19327731092437,0.117647058823529,0.226890756302521,0.176470588235294,0.403361344537815,0.445378151260504,0.588235294117647,0.596638655462185,0.605042016806723,0.739495798319328,0.722689075630252,0.915966386554622,0.798319327731092,0.789915966386555,0.705882352941177,0.714285714285714,0.705882352941177,0.739495798319328,0.747899159663866,1]",30.2687168,-97.7452011
86,mlk_guadalupe," 69,50,55,22,22,12,27,39,55,81,85,105,108,95,105,99,100,100,82,86,78,102,75,61 ","[0.638888888888889,0.462962962962963,0.509259259259259,0.203703703703704,0.203703703703704,0.111111111111111,0.25,0.361111111111111,0.509259259259259,0.75,0.787037037037037,0.972222222222222,1,0.87962962962963,0.972222222222222,0.916666666666667,0.925925925925926,0.925925925925926,0.759259259259259,0.796296296296296,0.722222222222222,0.944444444444444,0.694444444444444,0.564814814814815]",30.2817326,-97.7419281
87,mlk_ih35," 58,43,41,35,25,17,43,47,97,138,106,129,129,131,121,113,127,94,93,85,86,69,78,63 ","[0.420289855072464,0.311594202898551,0.297101449275362,0.253623188405797,0.181159420289855,0.123188405797101,0.311594202898551,0.340579710144928,0.702898550724638,1,0.768115942028985,0.934782608695652,0.934782608695652,0.949275362318841,0.876811594202899,0.818840579710145,0.920289855072464,0.681159420289855,0.673913043478261,0.615942028985507,0.623188405797101,0.5,0.565217391304348,0.456521739130435]",30.2785587,-97.730484
88,mlk_lavaca," 54,41,43,22,18,12,26,23,55,67,75,94,83,79,96,77,104,83,77,79,68,81,64,54 ","[0.519230769230769,0.394230769230769,0.413461538461538,0.211538461538462,0.173076923076923,0.115384615384615,0.25,0.221153846153846,0.528846153846154,0.644230769230769,0.721153846153846,0.903846153846154,0.798076923076923,0.759615384615385,0.923076923076923,0.740384615384615,1,0.798076923076923,0.740384615384615,0.759615384615385,0.653846153846154,0.778846153846154,0.615384615384615,0.519230769230769]",30.2813282,-97.740509
89,mlk_red_river," 37,28,29,19,10,8,26,31,70,116,105,98,105,117,96,68,77,69,67,58,58,57,48,42 ","[0.316239316239316,0.239316239316239,0.247863247863248,0.162393162393162,0.0854700854700855,0.0683760683760684,0.222222222222222,0.264957264957265,0.598290598290598,0.991452991452991,0.897435897435897,0.837606837606838,0.897435897435897,1,0.82051282051282,0.581196581196581,0.658119658119658,0.58974358974359,0.572649572649573,0.495726495726496,0.495726495726496,0.487179487179487,0.41025641025641,0.358974358974359]",30.2789745,-97.732193
90,pascal_loop360," 23,15,5,6,4,12,42,81,109,132,133,176,134,160,189,179,157,136,131,114,82,52,62,60 ","[0.121693121693122,0.0793650793650794,0.0264550264550265,0.0317460317460317,0.0211640211640212,0.0634920634920635,0.222222222222222,0.428571428571429,0.576719576719577,0.698412698412698,0.703703703703704,0.931216931216931,0.708994708994709,0.846560846560847,1,0.947089947089947,0.830687830687831,0.71957671957672,0.693121693121693,0.603174603174603,0.433862433862434,0.275132275132275,0.328042328042328,0.317460317460317]",30.3154545,-97.8260498
91,red_river_32nd," 21,17,14,8,6,6,13,7,22,23,39,54,45,41,39,45,28,29,29,29,30,38,26,21 ","[0.388888888888889,0.314814814814815,0.259259259259259,0.148148148148148,0.111111111111111,0.111111111111111,0.240740740740741,0.12962962962963,0.407407407407407,0.425925925925926,0.722222222222222,1,0.833333333333333,0.759259259259259,0.722222222222222,0.833333333333333,0.518518518518518,0.537037037037037,0.537037037037037,0.537037037037037,0.555555555555556,0.703703703703704,0.481481481481481,0.388888888888889]",30.2910519,-97.72715
92,red_river_38th," 32,13,18,5,5,5,17,22,36,55,68,80,81,90,66,76,65,47,64,52,61,31,37,40 ","[0.355555555555556,0.144444444444444,0.2,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.188888888888889,0.244444444444444,0.4,0.611111111111111,0.755555555555556,0.888888888888889,0.9,1,0.733333333333333,0.844444444444444,0.722222222222222,0.522222222222222,0.711111111111111,0.577777777777778,0.677777777777778,0.344444444444444,0.411111111111111,0.444444444444444]",30.2965431,-97.7231445
93,riverside_congress," 1,1,1,2,2,3,NA,2,2,6,3,3,5,3,1,7,6,1,3,4,1,NA,NA,2 ","[0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.428571428571429,NA,0.285714285714286,0.285714285714286,0.857142857142857,0.428571428571429,0.428571428571429,0.714285714285714,0.428571428571429,0.142857142857143,1,0.857142857142857,0.142857142857143,0.428571428571429,0.571428571428571,0.142857142857143,NA,NA,0.285714285714286]",30.257143,-97.7468719
94,riverside_montopolis," 57,36,37,23,19,26,65,89,95,145,141,174,188,161,174,207,179,165,173,155,160,147,97,111 ","[0.27536231884058,0.173913043478261,0.178743961352657,0.111111111111111,0.0917874396135266,0.1256038647343,0.314009661835749,0.429951690821256,0.458937198067633,0.70048309178744,0.681159420289855,0.840579710144927,0.908212560386473,0.777777777777778,0.840579710144927,1,0.864734299516908,0.797101449275362,0.835748792270531,0.748792270531401,0.772946859903382,0.710144927536232,0.468599033816425,0.536231884057971]",30.2249317,-97.7034378
95,riverside_plesant_valley," 57,36,46,39,24,32,59,103,118,145,142,158,169,174,181,208,175,182,167,168,163,132,121,104 ","[0.274038461538462,0.173076923076923,0.221153846153846,0.1875,0.115384615384615,0.153846153846154,0.283653846153846,0.495192307692308,0.567307692307692,0.697115384615385,0.682692307692308,0.759615384615385,0.8125,0.836538461538462,0.870192307692308,1,0.841346153846154,0.875,0.802884615384615,0.807692307692308,0.783653846153846,0.634615384615385,0.581730769230769,0.5]",30.2341137,-97.7228088
96,rm620_boulder_north," 33,25,17,7,6,14,38,99,136,144,171,179,184,168,183,164,157,153,166,172,127,106,92,69 ","[0.179347826086957,0.135869565217391,0.0923913043478261,0.0380434782608696,0.0326086956521739,0.0760869565217391,0.206521739130435,0.53804347826087,0.739130434782609,0.782608695652174,0.929347826086957,0.972826086956522,1,0.91304347826087,0.994565217391304,0.891304347826087,0.853260869565217,0.831521739130435,0.902173913043478,0.934782608695652,0.690217391304348,0.576086956521739,0.5,0.375]",30.4434834,-97.8331299
97,rm620_boulder_south," 35,24,17,5,4,15,36,96,130,128,163,151,159,140,175,147,153,140,144,151,103,103,80,63 ","[0.2,0.137142857142857,0.0971428571428571,0.0285714285714286,0.0228571428571429,0.0857142857142857,0.205714285714286,0.548571428571429,0.742857142857143,0.731428571428571,0.931428571428571,0.862857142857143,0.908571428571429,0.8,1,0.84,0.874285714285714,0.8,0.822857142857143,0.862857142857143,0.588571428571429,0.588571428571429,0.457142857142857,0.36]",30.4287834,-97.842659
98,rm620_lake_creek," 29,19,21,15,15,20,38,53,83,104,124,154,152,135,157,130,133,120,123,100,91,76,58,48 ","[0.184713375796178,0.121019108280255,0.133757961783439,0.0955414012738854,0.0955414012738854,0.127388535031847,0.24203821656051,0.337579617834395,0.528662420382166,0.662420382165605,0.789808917197452,0.980891719745223,0.968152866242038,0.859872611464968,1,0.828025477707006,0.847133757961783,0.764331210191083,0.78343949044586,0.636942675159236,0.579617834394904,0.484076433121019,0.369426751592357,0.305732484076433]",30.4621582,-97.8160172
99,rm620_wilson_park," 39,21,15,5,5,18,35,87,125,135,147,137,158,151,172,146,136,118,146,131,102,98,77,56 ","[0.226744186046512,0.122093023255814,0.0872093023255814,0.0290697674418605,0.0290697674418605,0.104651162790698,0.203488372093023,0.505813953488372,0.726744186046512,0.784883720930233,0.854651162790698,0.796511627906977,0.918604651162791,0.877906976744186,1,0.848837209302326,0.790697674418605,0.686046511627907,0.848837209302326,0.761627906976744,0.593023255813954,0.569767441860465,0.447674418604651,0.325581395348837]",30.416769,-97.8473129
100,rundberg_middle_fiskville," 46,50,42,42,26,33,75,91,100,120,123,124,139,145,129,151,136,130,131,118,127,98,100,94 ","[0.304635761589404,0.33112582781457,0.278145695364238,0.278145695364238,0.172185430463576,0.218543046357616,0.496688741721854,0.602649006622517,0.662251655629139,0.794701986754967,0.814569536423841,0.821192052980132,0.920529801324503,0.960264900662252,0.854304635761589,1,0.900662251655629,0.860927152317881,0.867549668874172,0.781456953642384,0.841059602649007,0.649006622516556,0.662251655629139,0.622516556291391]",30.3574352,-97.6865082
101,south_1st_barton_spring," 64,36,32,17,9,6,20,38,70,96,95,113,122,146,145,147,119,114,125,118,96,94,94,75 ","[0.435374149659864,0.244897959183673,0.217687074829932,0.115646258503401,0.0612244897959184,0.0408163265306122,0.136054421768707,0.258503401360544,0.476190476190476,0.653061224489796,0.646258503401361,0.768707482993197,0.829931972789116,0.993197278911565,0.986394557823129,1,0.80952380952381,0.775510204081633,0.850340136054422,0.802721088435374,0.653061224489796,0.639455782312925,0.639455782312925,0.510204081632653]",30.2583828,-97.7500687
102,south_1st_benwhite," 49,42,37,32,23,27,55,104,108,131,151,173,178,159,165,161,170,160,130,117,119,121,106,98 ","[0.275280898876405,0.235955056179775,0.207865168539326,0.179775280898876,0.129213483146067,0.151685393258427,0.308988764044944,0.584269662921348,0.606741573033708,0.735955056179775,0.848314606741573,0.971910112359551,1,0.893258426966292,0.926966292134832,0.904494382022472,0.955056179775281,0.898876404494382,0.730337078651685,0.657303370786517,0.668539325842697,0.679775280898876,0.595505617977528,0.550561797752809]",30.226881,-97.7692413
103,south_1st_oltorf," 51,33,33,11,10,9,31,51,89,113,150,186,175,177,168,186,155,161,145,133,121,121,114,78 ","[0.274193548387097,0.17741935483871,0.17741935483871,0.0591397849462366,0.0537634408602151,0.0483870967741935,0.166666666666667,0.274193548387097,0.478494623655914,0.60752688172043,0.806451612903226,1,0.940860215053763,0.951612903225806,0.903225806451613,1,0.833333333333333,0.865591397849462,0.779569892473118,0.71505376344086,0.650537634408602,0.650537634408602,0.612903225806452,0.419354838709677]",30.2421112,-97.7596207
104,south_1st_slaughter," 60,37,29,17,16,31,58,102,157,157,190,194,210,190,199,216,192,195,157,181,151,134,104,80 ","[0.277777777777778,0.171296296296296,0.134259259259259,0.0787037037037037,0.0740740740740741,0.143518518518519,0.268518518518519,0.472222222222222,0.726851851851852,0.726851851851852,0.87962962962963,0.898148148148148,0.972222222222222,0.87962962962963,0.921296296296296,1,0.888888888888889,0.902777777777778,0.726851851851852,0.837962962962963,0.699074074074074,0.62037037037037,0.481481481481481,0.37037037037037]",30.1724548,-97.7995529
105,south_1st_st_elmo," 23,19,20,9,5,19,22,48,37,42,47,57,66,75,85,68,73,48,54,49,54,58,49,31 ","[0.270588235294118,0.223529411764706,0.235294117647059,0.105882352941176,0.0588235294117647,0.223529411764706,0.258823529411765,0.564705882352941,0.435294117647059,0.494117647058824,0.552941176470588,0.670588235294118,0.776470588235294,0.882352941176471,1,0.8,0.858823529411765,0.564705882352941,0.635294117647059,0.576470588235294,0.635294117647059,0.682352941176471,0.576470588235294,0.364705882352941]",30.2210426,-97.7728806
106,south_1st_wm_cannon," 55,20,28,15,19,26,47,82,107,124,171,142,163,180,166,170,168,169,146,109,149,117,104,79 ","[0.305555555555556,0.111111111111111,0.155555555555556,0.0833333333333333,0.105555555555556,0.144444444444444,0.261111111111111,0.455555555555556,0.594444444444444,0.688888888888889,0.95,0.788888888888889,0.905555555555556,1,0.922222222222222,0.944444444444444,0.933333333333333,0.938888888888889,0.811111111111111,0.605555555555556,0.827777777777778,0.65,0.577777777777778,0.438888888888889]",30.1970978,-97.7878189
107,springdale_manor," 29,21,15,14,13,16,29,30,55,61,95,89,99,121,120,89,89,95,93,75,83,79,56,37 ","[0.239669421487603,0.173553719008264,0.12396694214876,0.115702479338843,0.107438016528926,0.132231404958678,0.239669421487603,0.247933884297521,0.454545454545455,0.504132231404959,0.785123966942149,0.735537190082645,0.818181818181818,1,0.991735537190083,0.735537190082645,0.735537190082645,0.785123966942149,0.768595041322314,0.619834710743802,0.685950413223141,0.652892561983471,0.462809917355372,0.305785123966942]",30.3089867,-97.6690598
